ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
234,14,Pewter City,Low,Daycare Worker,Dragon,53,0,LuxuryBall,70,1,False,Unpredictable,15,False,4956,True,No
235,18,Fuchsia City,Middle,Researcher,Steel,60,0,MasterBall,36,6,False,Defensive,14,False,79509,True,No
236,49,Vermilion City,Middle,Biker,Rock,53,0,UltraBall,84,1,False,Unpredictable,22,False,22820,True,No
237,30,Cerulean City,Middle,PokéMart Seller,Dragon,9,0,UltraBall,27,1,False,Aggressive,12,False,54520,True,No
238,13,Pewter City,Middle,Scientist,Bug,35,0,MasterBall,39,2,False,Unpredictable,24,True,355167,False,Yes
239,67,Pewter City,High,Casino Worker,Fire,66,0,LuxuryBall,66,1,False,Defensive,4,False,4505,True,No
240,16,Viridian City,Low,Champion,Ghost,60,0,PokéBall,61,7,False,Defensive,23,False,20182,True,No
241,67,Celadon City,Middle,Fisherman,Psychic,28,0,GreatBall,46,4,False,Defensive,20,False,95262,True,No
242,47,Viridian City,Low,Gym Leader Assistant,Ghost,36,0,DuskBall,53,2,False,Unpredictable,6,False,41377,True,No
243,58,Celadon City,Middle,Casino Worker,Ghost,5,0,DuskBall,45,0,False,Defensive,18,False,20439,True,No
244,61,Vermilion City,Low,Casino Worker,Ground,52,0,LuxuryBall,39,0,False,Unpredictable,2,False,66451,True,No
245,25,Saffron City,Middle,Biker,Ice,36,0,LuxuryBall,79,5,False,Defensive,17,False,60432,True,No
246,26,Pallet Town,Middle,Underground Battler,Water,39,0,NetBall,39,5,False,Unpredictable,25,False,23590,True,No
247,21,Lavender Town,Middle,Researcher,Fairy,36,0,NetBall,24,0,False,Defensive,8,False,63981,True,No
248,26,Lavender Town,Middle,Elite Trainer,Electric,87,0,NetBall,56,5,False,Aggressive,16,False,5704,True,No
249,44,Celadon City,Middle,Black Market Dealer,Ice,78,0,NetBall,27,5,False,Aggressive,8,False,29258,True,No
250,11,Pallet Town,Middle,Underground Battler,Poison,57,1,PokéBall,73,2,False,Unpredictable,13,True,270103,False,Yes
251,28,Saffron City,Low,PokéMart Seller,Dragon,89,0,HealBall,66,1,False,Defensive,8,False,57558,True,No
252,54,Cinnabar Island,High,Breeder,Bug,56,0,DarkBall,74,0,False,Aggressive,22,False,12562,True,No
253,43,Fuchsia City,High,Gym Leader Assistant,Ice,5,0,DarkBall,73,2,False,Unpredictable,14,False,81799,True,No
254,58,Celadon City,Middle,Elite Trainer,Ice,32,0,NetBall,51,2,False,Defensive,24,True,369738,False,Yes
255,40,Cerulean City,Low,Scientist,Ground,57,0,TimerBall,26,1,False,Unpredictable,5,False,34884,True,No
256,30,Cerulean City,High,Researcher,Ground,41,0,NetBall,26,0,False,Defensive,1,False,89677,True,No
257,42,Cinnabar Island,Low,Casino Worker,Electric,49,0,UltraBall,21,0,False,Aggressive,0,False,18915,True,No
258,20,Cinnabar Island,Middle,Scientist,Fairy,9,0,NetBall,60,0,False,Defensive,15,False,75957,True,No
259,36,Fuchsia City,Middle,Black Market Dealer,Water,9,0,NetBall,57,2,False,Unpredictable,2,False,4827,True,No
260,43,Viridian City,Middle,Underground Battler,Grass,82,0,TimerBall,74,4,False,Aggressive,17,False,43630,True,No
261,56,Vermilion City,Middle,Rocket Grunt,Dragon,7,0,DarkBall,43,2,False,Aggressive,24,False,35793,True,No
262,11,Celadon City,Middle,Researcher,Grass,94,1,NetBall,64,0,False,Aggressive,29,True,148551,False,Yes
263,28,Pallet Town,High,Scientist,Steel,28,0,GreatBall,25,5,False,Defensive,20,False,84745,True,No
264,64,Cinnabar Island,High,Breeder,Ghost,77,0,DarkBall,42,3,False,Aggressive,16,False,78548,True,No
265,22,Vermilion City,Low,Scientist,Ground,58,0,LuxuryBall,54,1,False,Defensive,17,False,83141,True,No
266,28,Saffron City,Middle,Gym Leader Assistant,Grass,100,1,HealBall,52,5,False,Defensive,9,False,287441,True,Yes
267,28,Saffron City,Middle,Fisherman,Steel,71,0,LuxuryBall,30,0,False,Defensive,14,False,49306,True,No
268,58,Vermilion City,Low,Underground Battler,Flying,92,1,HealBall,39,0,False,Defensive,14,True,126451,False,Yes
269,13,Lavender Town,Middle,Fisherman,Steel,38,0,PokéBall,52,0,False,Defensive,7,True,177749,False,Yes
270,41,Cinnabar Island,Middle,Breeder,Ice,10,0,DuskBall,74,0,False,Defensive,21,False,82808,True,No
271,30,Cinnabar Island,Middle,Police Officer,Dragon,90,0,NetBall,20,3,False,Unpredictable,23,False,74229,True,No
272,50,Vermilion City,Low,Gym Leader Assistant,Steel,9,0,NetBall,41,1,False,Unpredictable,16,False,31209,True,No
273,54,Pallet Town,Middle,Elite Trainer,Psychic,60,0,MasterBall,23,2,False,Aggressive,19,False,9943,True,No
274,50,Celadon City,High,Researcher,Dark,99,0,UltraBall,82,5,False,Unpredictable,25,False,13408,True,No
275,63,Saffron City,Low,Breeder,Flying,92,0,LuxuryBall,79,1,False,Aggressive,25,False,14716,True,No
276,23,Celadon City,Middle,Police Officer,Fairy,83,0,NetBall,40,3,False,Aggressive,10,False,52123,True,No
277,48,Cinnabar Island,Low,Biker,Bug,70,1,PokéBall,67,2,False,Unpredictable,24,True,68355,False,Yes
278,13,Cinnabar Island,Middle,Scientist,Normal,59,0,GreatBall,62,0,False,Unpredictable,20,False,22761,True,No
279,31,Vermilion City,Middle,Police Officer,Fighting,12,0,UltraBall,62,4,False,Unpredictable,18,False,24202,True,No
280,55,Celadon City,Low,Rocket Grunt,Bug,6,0,HealBall,55,3,False,Defensive,6,False,15630,True,No
281,13,Viridian City,Low,Gym Leader Assistant,Psychic,19,1,PokéBall,62,2,True,Aggressive,10,False,295689,False,Yes
282,68,Pallet Town,Middle,Black Market Dealer,Ghost,46,1,MasterBall,77,2,False,Unpredictable,23,True,204151,False,Yes
283,44,Vermilion City,Middle,Elite Trainer,Psychic,94,0,HealBall,79,0,False,Unpredictable,13,False,38756,True,No
284,50,Pewter City,Low,Biker,Normal,73,0,LuxuryBall,52,8,False,Aggressive,20,False,18722,True,No
285,15,Cinnabar Island,Low,Underground Battler,Normal,17,0,LuxuryBall,63,0,False,Unpredictable,15,False,8457,True,No
286,69,Cinnabar Island,Low,Police Officer,Fire,15,0,UltraBall,50,0,False,Aggressive,22,False,92563,True,No
287,45,Celadon City,High,Breeder,Fighting,17,0,NetBall,81,6,False,Aggressive,22,False,73450,True,No
288,41,Cerulean City,Middle,Breeder,Fire,58,0,DuskBall,32,2,False,Unpredictable,17,False,35637,True,No
289,52,Lavender Town,Low,Biker,Poison,18,0,DarkBall,51,0,False,Unpredictable,15,False,36066,True,No
290,42,Pewter City,Low,Champion,Flying,71,0,GreatBall,50,0,False,Aggressive,23,False,8524,True,No
291,24,Cinnabar Island,High,Elite Trainer,Steel,99,0,DarkBall,53,0,False,Aggressive,0,False,57366,True,No
292,28,Pallet Town,High,Black Market Dealer,Normal,41,0,TimerBall,38,0,False,Defensive,0,False,94337,True,No
293,29,Viridian City,Middle,Nurse,Fire,32,0,DuskBall,48,4,False,Aggressive,3,False,2956,True,No
294,19,Fuchsia City,Low,Daycare Worker,Ice,76,0,TimerBall,29,1,False,Aggressive,7,False,98584,True,No
295,64,Vermilion City,Middle,Nurse,Fire,28,0,UltraBall,61,3,False,Unpredictable,23,False,59451,True,No
296,55,Cinnabar Island,Middle,Gym Leader Assistant,Steel,53,0,DarkBall,58,3,False,Aggressive,4,True,316318,False,Yes
297,32,Pewter City,Low,Underground Battler,Rock,47,0,DuskBall,74,4,False,Defensive,12,False,60167,True,No
298,44,Celadon City,High,Breeder,Fighting,42,0,MasterBall,50,2,False,Defensive,8,True,288096,False,Yes
299,31,Cerulean City,Middle,Scientist,Flying,17,0,DarkBall,39,0,False,Aggressive,25,False,46254,True,No
300,38,Cinnabar Island,Middle,Nurse,Electric,43,0,MasterBall,60,7,False,Defensive,25,False,31190,True,No
301,42,Lavender Town,Middle,PokéMart Seller,Flying,48,0,HealBall,82,0,False,Defensive,12,False,87927,True,No
302,60,Cerulean City,Low,Researcher,Ghost,90,0,DuskBall,76,3,False,Aggressive,14,False,80164,True,No
303,24,Lavender Town,Middle,Elite Trainer,Grass,71,0,UltraBall,23,7,False,Unpredictable,20,False,87376,True,No
304,58,Vermilion City,Middle,Rocket Grunt,Dark,66,0,TimerBall,29,1,False,Aggressive,15,False,70221,True,No
305,18,Vermilion City,Middle,Breeder,Ghost,90,0,NetBall,38,2,False,Defensive,3,False,51228,True,No
306,32,Cerulean City,Middle,Biker,Ghost,68,0,HealBall,40,5,True,Unpredictable,25,True,380556,False,Yes
307,58,Pallet Town,Middle,Underground Battler,Dark,74,0,LuxuryBall,79,1,False,Aggressive,20,False,64711,True,No
308,26,Cerulean City,Low,Police Officer,Poison,34,0,MasterBall,31,0,False,Defensive,22,False,61909,True,No
309,22,Fuchsia City,Middle,Daycare Worker,Poison,89,1,LuxuryBall,72,6,False,Defensive,20,False,368503,False,Yes
310,10,Cinnabar Island,Middle,Scientist,Flying,83,0,HealBall,76,4,False,Unpredictable,22,False,40388,True,No
311,42,Cinnabar Island,Low,Black Market Dealer,Grass,65,0,UltraBall,82,2,False,Defensive,15,False,40999,False,Yes
312,24,Lavender Town,Middle,Researcher,Normal,7,0,HealBall,27,0,False,Unpredictable,20,False,46767,True,No
313,27,Cinnabar Island,Low,Researcher,Dragon,25,0,HealBall,20,1,False,Unpredictable,0,False,94878,True,No
314,55,Pallet Town,High,Daycare Worker,Fairy,63,0,TimerBall,20,2,False,Aggressive,7,False,25282,True,No
315,62,Lavender Town,Low,Black Market Dealer,Steel,78,0,HealBall,50,0,False,Unpredictable,11,False,53133,True,No
316,28,Vermilion City,Middle,Breeder,Poison,66,0,PokéBall,53,2,False,Defensive,17,False,5328,True,No
317,49,Fuchsia City,Middle,Casino Worker,Fighting,79,0,HealBall,78,0,False,Defensive,19,False,33665,True,No
318,55,Pallet Town,Middle,Breeder,Fairy,99,0,NetBall,22,1,False,Aggressive,18,False,92041,True,No
319,10,Viridian City,Middle,Nurse,Poison,11,0,PokéBall,27,4,False,Aggressive,13,False,25823,True,No
320,65,Cinnabar Island,Low,Scientist,Grass,7,0,PokéBall,21,1,False,Unpredictable,11,False,30773,True,No
321,49,Fuchsia City,Middle,Champion,Dark,90,0,PokéBall,81,0,False,Unpredictable,14,False,5068,True,No
322,29,Saffron City,Low,Rocket Grunt,Ghost,86,0,TimerBall,34,8,False,Aggressive,22,False,55736,True,No
323,70,Celadon City,Low,Scientist,Water,14,0,NetBall,32,0,False,Defensive,19,False,48807,True,No
324,39,Cerulean City,Middle,Black Market Dealer,Poison,100,0,NetBall,77,0,False,Defensive,2,False,90939,True,No
325,69,Cerulean City,High,Scientist,Fighting,54,0,TimerBall,50,3,False,Aggressive,2,False,2340,True,No
326,45,Cerulean City,Low,Daycare Worker,Water,52,0,NetBall,72,2,False,Defensive,24,False,64692,True,No
327,14,Cerulean City,Middle,Biker,Ice,21,1,UltraBall,90,0,False,Aggressive,16,False,221934,True,Yes
328,70,Pewter City,High,Fisherman,Ghost,48,0,PokéBall,84,4,False,Defensive,16,False,59121,True,No
329,42,Cinnabar Island,Low,Biker,Ghost,66,0,TimerBall,57,3,False,Defensive,1,False,89422,True,No
330,39,Cinnabar Island,Low,Biker,Psychic,87,0,MasterBall,63,3,False,Defensive,9,False,42139,True,No
331,49,Lavender Town,Low,Black Market Dealer,Rock,79,0,NetBall,38,3,False,Aggressive,16,False,89375,True,No
332,39,Celadon City,Middle,Biker,Rock,98,0,GreatBall,25,4,False,Unpredictable,14,False,88531,True,No
333,33,Cinnabar Island,Middle,Police Officer,Ice,23,1,UltraBall,51,3,False,Aggressive,24,False,138778,True,Yes
334,20,Fuchsia City,Low,Elite Trainer,Fairy,62,0,DarkBall,45,1,False,Unpredictable,1,False,1965,True,No
335,24,Pallet Town,Middle,PokéMart Seller,Fairy,36,1,TimerBall,82,5,False,Aggressive,25,False,43059,True,Yes
336,19,Pewter City,High,PokéMart Seller,Rock,21,0,MasterBall,62,2,False,Unpredictable,10,False,10565,True,No
337,35,Fuchsia City,Middle,Nurse,Dark,16,0,DarkBall,25,6,False,Aggressive,23,False,42146,True,No
338,33,Cinnabar Island,Low,Biker,Poison,37,0,NetBall,25,7,False,Defensive,6,False,91687,True,No
339,63,Fuchsia City,Middle,Black Market Dealer,Dragon,37,0,TimerBall,73,2,False,Defensive,9,False,73122,True,No
340,43,Vermilion City,Middle,Police Officer,Poison,18,0,PokéBall,85,5,False,Aggressive,2,False,12050,True,No
341,22,Celadon City,Middle,Daycare Worker,Ground,24,1,MasterBall,85,1,False,Aggressive,13,True,130634,False,Yes
342,39,Cerulean City,Low,Elite Trainer,Ground,20,0,TimerBall,27,1,False,Aggressive,22,False,41927,True,No
343,38,Cinnabar Island,Middle,Gym Leader Assistant,Fighting,76,0,GreatBall,24,0,False,Defensive,24,False,72575,True,No
344,30,Celadon City,Low,PokéMart Seller,Poison,64,0,LuxuryBall,58,3,False,Unpredictable,5,False,66890,True,No
345,65,Cinnabar Island,Middle,Scientist,Dragon,92,0,DarkBall,37,0,False,Aggressive,10,False,67431,True,No
346,59,Vermilion City,High,Rocket Grunt,Rock,7,0,LuxuryBall,65,0,False,Defensive,15,False,66326,True,No
347,69,Pallet Town,Low,Biker,Fire,16,0,GreatBall,67,0,False,Unpredictable,24,False,31732,True,No
348,11,Pewter City,Middle,Scientist,Ice,35,0,MasterBall,30,4,False,Defensive,7,False,12807,True,No
349,62,Vermilion City,Low,Champion,Steel,12,0,NetBall,36,2,False,Unpredictable,11,False,90926,True,No
350,56,Fuchsia City,Middle,Breeder,Flying,76,0,HealBall,85,1,False,Defensive,3,False,68566,True,No
351,57,Saffron City,Low,Elite Trainer,Poison,18,0,PokéBall,83,2,False,Defensive,14,False,94944,True,No
352,37,Lavender Town,Middle,Nurse,Fire,69,0,TimerBall,60,5,False,Unpredictable,4,False,44995,True,No
353,25,Vermilion City,Middle,Fisherman,Psychic,9,0,HealBall,54,8,False,Defensive,7,False,20733,False,Yes
354,55,Vermilion City,Middle,Elite Trainer,Bug,63,0,PokéBall,29,1,False,Aggressive,13,False,85592,True,No
355,22,Fuchsia City,Middle,Fisherman,Steel,70,0,DuskBall,70,3,False,Unpredictable,20,False,68300,True,No
356,50,Cinnabar Island,High,Biker,Poison,74,0,NetBall,30,4,False,Defensive,2,False,66626,True,No
357,37,Vermilion City,Low,Gym Leader Assistant,Bug,96,0,DuskBall,44,1,False,Unpredictable,7,True,324351,False,Yes
358,26,Cinnabar Island,Middle,Breeder,Fighting,42,0,UltraBall,82,6,False,Unpredictable,20,False,28202,True,No
359,11,Viridian City,Middle,Casino Worker,Dark,11,0,UltraBall,60,0,False,Aggressive,3,False,73080,True,No
360,60,Vermilion City,High,Black Market Dealer,Grass,60,0,UltraBall,46,7,False,Defensive,13,False,2120,True,No
361,57,Lavender Town,Middle,Rocket Grunt,Poison,22,0,MasterBall,47,4,False,Aggressive,0,False,80163,True,No
362,63,Celadon City,Middle,Underground Battler,Flying,5,1,LuxuryBall,38,0,False,Defensive,29,False,132528,False,Yes
363,11,Pallet Town,Middle,Scientist,Water,73,0,HealBall,54,0,False,Defensive,23,False,324622,False,Yes
364,34,Pewter City,Middle,Gym Leader Assistant,Poison,66,0,PokéBall,30,0,False,Aggressive,25,False,50107,True,No
365,37,Pallet Town,High,Gym Leader Assistant,Flying,37,0,LuxuryBall,31,1,False,Defensive,12,True,202910,False,Yes
366,41,Pewter City,Low,Researcher,Psychic,100,0,DuskBall,42,1,False,Aggressive,2,False,16683,True,No
367,30,Celadon City,Middle,Champion,Rock,55,0,PokéBall,24,0,False,Unpredictable,14,False,83515,True,No
368,38,Fuchsia City,Middle,Gym Leader Assistant,Flying,86,0,MasterBall,49,0,False,Aggressive,10,False,77463,True,No
369,57,Viridian City,Middle,Daycare Worker,Psychic,68,1,MasterBall,56,0,False,Defensive,12,True,167529,False,Yes
370,11,Pewter City,Middle,PokéMart Seller,Ice,42,0,UltraBall,33,1,False,Aggressive,22,False,69970,True,No
371,22,Cerulean City,Middle,Scientist,Water,97,0,TimerBall,49,3,False,Defensive,23,False,36703,True,No
372,34,Pewter City,Low,Daycare Worker,Fire,15,1,DuskBall,46,0,False,Aggressive,13,False,309838,False,Yes
373,69,Saffron City,Low,Gym Leader Assistant,Poison,9,1,NetBall,69,3,True,Unpredictable,13,True,371044,False,Yes
374,36,Vermilion City,Low,Gym Leader Assistant,Rock,26,0,DuskBall,29,1,False,Unpredictable,9,False,5195,True,No
375,59,Lavender Town,Middle,Gym Leader Assistant,Fighting,5,0,TimerBall,79,0,False,Defensive,13,False,71807,True,No
376,61,Cerulean City,Low,Daycare Worker,Psychic,100,0,TimerBall,50,8,False,Unpredictable,11,False,79041,True,No
377,16,Fuchsia City,Low,Underground Battler,Poison,71,1,GreatBall,50,1,False,Aggressive,28,True,213798,True,Yes
378,40,Celadon City,High,Black Market Dealer,Poison,11,0,HealBall,40,4,False,Defensive,20,False,93235,True,No
379,30,Lavender Town,Low,Champion,Grass,60,0,UltraBall,75,5,False,Aggressive,11,False,94387,True,No
380,57,Lavender Town,Middle,Biker,Flying,47,0,MasterBall,66,0,False,Unpredictable,2,False,14616,True,No
381,61,Pallet Town,Low,Biker,Grass,95,0,NetBall,75,0,False,Defensive,6,False,49730,True,No
382,53,Pewter City,Low,PokéMart Seller,Fairy,86,0,GreatBall,31,4,False,Unpredictable,9,False,10783,True,No
383,48,Lavender Town,Low,Nurse,Flying,88,0,HealBall,30,1,False,Unpredictable,5,False,52193,True,No
384,30,Cinnabar Island,Low,Breeder,Rock,50,0,DuskBall,20,2,False,Defensive,21,False,36313,True,No
385,25,Vermilion City,High,Fisherman,Water,44,0,DuskBall,74,0,False,Unpredictable,9,False,55804,True,No
386,18,Celadon City,Low,Police Officer,Water,68,0,GreatBall,80,7,False,Aggressive,17,False,14067,True,No
387,20,Cinnabar Island,Middle,Gym Leader Assistant,Fairy,19,0,NetBall,21,0,False,Defensive,9,False,45004,True,No
388,19,Viridian City,Low,Nurse,Dragon,66,0,GreatBall,57,1,False,Aggressive,13,False,28488,True,No
389,48,Celadon City,Low,Daycare Worker,Ground,27,0,GreatBall,76,1,False,Defensive,25,False,55699,True,No
390,47,Fuchsia City,Middle,Fisherman,Fairy,44,0,NetBall,79,6,False,Aggressive,19,False,44163,True,No
391,36,Vermilion City,Low,Casino Worker,Fire,6,0,TimerBall,78,0,False,Unpredictable,25,False,58842,True,No
392,34,Vermilion City,Low,Fisherman,Rock,6,0,MasterBall,80,1,False,Unpredictable,1,False,71403,True,No
393,13,Cerulean City,Middle,Daycare Worker,Ghost,72,0,PokéBall,49,0,False,Unpredictable,14,False,94012,True,No
394,41,Fuchsia City,Middle,Scientist,Poison,24,0,DuskBall,75,0,False,Unpredictable,18,False,91287,True,No
395,36,Saffron City,Middle,Underground Battler,Ghost,59,0,GreatBall,75,0,False,Defensive,19,False,77722,True,No
396,54,Viridian City,Middle,Rocket Grunt,Poison,68,0,GreatBall,70,1,False,Aggressive,8,False,13571,True,No
397,61,Pallet Town,Low,Police Officer,Bug,75,1,DarkBall,71,3,False,Defensive,27,False,389753,False,Yes
398,20,Pallet Town,High,Elite Trainer,Psychic,98,0,GreatBall,34,0,False,Defensive,16,True,275981,False,Yes
399,17,Pewter City,Middle,Police Officer,Ground,48,0,NetBall,30,0,False,Defensive,16,False,51896,True,No
400,30,Lavender Town,Middle,Police Officer,Ghost,66,0,NetBall,46,5,False,Aggressive,19,False,69077,True,No
401,36,Cerulean City,Middle,Elite Trainer,Dark,22,0,TimerBall,45,0,False,Unpredictable,21,False,66048,True,No
402,52,Pewter City,High,Police Officer,Flying,9,0,DarkBall,53,3,False,Aggressive,24,False,95726,True,No
403,65,Celadon City,Low,PokéMart Seller,Fairy,84,0,HealBall,81,3,False,Defensive,23,False,2283,True,No
404,25,Saffron City,Low,Rocket Grunt,Electric,64,0,DarkBall,53,5,False,Unpredictable,3,False,48062,True,No
405,64,Fuchsia City,High,Gym Leader Assistant,Psychic,34,0,MasterBall,44,3,False,Unpredictable,5,False,86784,True,No
406,67,Vermilion City,Low,Casino Worker,Steel,58,0,GreatBall,60,4,False,Aggressive,26,False,390886,False,Yes
407,55,Vermilion City,Middle,Daycare Worker,Flying,40,0,DarkBall,71,1,False,Defensive,0,False,94079,True,No
408,70,Pewter City,Middle,Daycare Worker,Poison,86,0,DarkBall,74,1,False,Aggressive,25,False,89107,True,No
409,64,Cerulean City,Middle,Underground Battler,Water,66,0,GreatBall,23,7,False,Unpredictable,25,False,51710,True,No
410,59,Fuchsia City,Middle,Biker,Psychic,5,0,NetBall,79,0,False,Unpredictable,0,False,53684,True,No
411,32,Viridian City,High,Elite Trainer,Fairy,60,0,NetBall,22,4,False,Aggressive,7,False,20584,True,No
412,54,Fuchsia City,High,Champion,Normal,47,0,UltraBall,22,3,False,Aggressive,18,False,29758,True,No
413,52,Vermilion City,Middle,Black Market Dealer,Flying,58,0,PokéBall,59,6,False,Defensive,20,False,41232,True,No
414,42,Saffron City,Middle,Daycare Worker,Normal,75,0,DuskBall,81,0,False,Defensive,9,False,75843,True,No
415,59,Cerulean City,Middle,Breeder,Ground,24,0,MasterBall,41,3,False,Defensive,17,False,43535,True,No
416,62,Cinnabar Island,Low,Breeder,Bug,58,0,DuskBall,52,3,False,Defensive,5,False,19313,True,No
417,45,Pewter City,Low,Fisherman,Rock,100,0,PokéBall,56,0,False,Aggressive,18,False,35005,True,No
418,50,Fuchsia City,Middle,Researcher,Grass,55,0,PokéBall,79,3,False,Unpredictable,30,True,20132,False,Yes
419,11,Vermilion City,Low,Biker,Ghost,9,0,NetBall,57,0,False,Defensive,8,False,18098,True,No
420,61,Lavender Town,Middle,Daycare Worker,Rock,28,0,HealBall,63,0,False,Aggressive,17,False,46344,True,No
421,46,Cinnabar Island,High,Elite Trainer,Fire,29,0,DarkBall,32,3,False,Aggressive,18,False,35490,True,No
422,40,Pewter City,Low,Rocket Grunt,Water,31,0,LuxuryBall,42,8,False,Unpredictable,13,False,28727,True,No
